,Unnamed: 0,REVIEW ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW MONTH,REVIEW YEAR,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE,text_translated,topic_LDA,topic_NMF
1272,1272,3944,Facebook,Jyoti Bosur Bhoot,12/30/2016,December,2016,,"Hidden Truth: Once Lord Vishnu foresaw British rule, division of India and generation of crores and crores of refugees. He saw crores of Hindu Bangali of Bangladesh will lose everything and will take shelter in Nadia district of West Bengal and other parts of West Bengal and India and they will be landless, penniless and just like beggars. So, to appease those refugees he decided to take incarnation as sanyasi so that those poor refugees accept his path and become happy. So, all landless refugees will accept Vaishnavism dharma and in performing that dharma, refugees will feel themselves happy and satisfied because rituals, rules and regulations of this dharma will be similar to the condition of their life style. Thus, Lord Vishnu tried to solve refugee problem.God can foresee everything going to happen, so he could see arrival of Britishers in India, their rule, division of India, generation of refugee and fertile area for spreading of Vaishnav dharma. Mayapur was the fertile area because he knew that refugees will assemble around Mayapur area and refugees will be so poor that their life style will be similar to that of a Vaishnav. He knew people of other states will not be attracted towards Vaishnav dharma so, part of West Bengal will be his leelabhumi Aage ki hobe Lord Vishnu sob dekhte paren. Eksomoy Bhagawan Vishnu dekhte pelen ingrejra Bharote agomon korechhe, Bharot bibhag holo, koti koti manus sarbohara hoye refugee holo. Er purbe tini mone korechhilen kibhabe tini Vaishnav dharmer bikash korben. Bharoter dhoni lokera toh Vaishnav dharmo dekhe hasahasi korben, tara toh a e dharmo grohon korben na. Tokhon Bhagawan Vishnur mone aslo koti koti refugee der kotha. A e refugeera emonbhabe jibon dharon korte badhyo hobe jeta kina ekjon Vaishnav er jibon dharoner sathe mele. Tai tini Mayapur Nabadwip k avotar er (place of incarnation) sthan hisebe bechhe nilen, karon ekhane refugi der besi somagom hobe. Refugira eto gorib, deen obosthar modhye deen kataben j tara, tader modhye onekei Vaishnav hote badhyo hoben. Swababhik bhabei tara Vaishnav dharmer proti akristo hoben ebong Shri Chaitanya Mahaprabhur avatar grohon sarthok hoye uthbe. Etai Bhagawan er koushol. Karon Bhagawan aage thekei sob kichhu dekhte paren. Tai tini ingrejder Bharote agomon, tader shason, Bharat bibhag refugee problem sob kichhui tini dekhte perechhilen ebong tini tar sujog niyechhilen Vaishnav dharmo prochar korar madhyome. Bisoy ti erokom o hote pare. Ekoda Bhagawan Vishnu mone korlen tini Vaishnav dharmer prochar korben kintu Bharoter lok to boro sukhe achhe, sobar jomi joma ache, business achhe, tara toh a e koster dharmo grohon korbe na. Thik sei somoye tini Bharat bibhag ebong refugeeder dekhte pelen. Tini dekhlen a e refugira sob kichhu hariye mayapur er choturdike bosobas korbe. Era oti koste jibon otibahito korbe. Eder jibon dharoner sathe Vaishnav der jibon dharoner prochur mil royechhe. Sutorang tini koushol kore bongo bibhag korlen jate koti koti Hindu bangladesh chhere edese ese sthan ney ebong gorib hoye onek koste jibon otibahito kore, tobei toh tara dhire dhire Vaishnav dharmer proti akristo hobe. Amar a e kothagulo sune hoyto Vaishnavera khub raag hobe kintu ekotha tara osikar korte parbe na j ?Tar ichcha chhara kichhui hoy na, a e jogote ja kichhu hochche soboi tar ichcha?. Sutorang Vaishnav dharmo prochar korar khub bhalo karon tini pelen. Poschim bangla chhara onno kono state er lokera kintu Vaishnav dharmer proti attracted non borong tara hasahasi korben. Sutorang amra bolte pari j Vaishnav dharmer procharer jonnoi tini British rule, Independence movement, Bharat bibhag korechhilen jate tini prochur bhakto paan. Karon lok sarbohara gorib na hole Vaishnav hon na. Kichu kichu boro loker santanera songsare birag bhajon hoye grihotyag kore thaken kintu tader songkha khub kom. Ekhon dekhte hobe, Bangalider jibone emon saja keno holo. Purbo Bonger Hindu Bangalira prochur machh (fish) dhore kheto maane prochur machher poribar k dhongso korechhilo. Sei dhongso haoya machher poribarer obhishaap (curse) thekei mone hoy purbo bonger Hindu Bangalider emonta holo.",5,POSITIVE,hidden truth lord vishnu foresaw british rule division india generation crore crore refugee crore hindu bangali bangladesh lose shelter nadia district west bengal part west bengal india landless penniless beggar appease refugee decided incarnation sanyasi poor refugee accept path happy landless refugee accept vaishnavism dharma performing dharma refugee feel happy satisfied ritual rule regulation dharma similar condition life style lord vishnu solve refugee problemgod foresee happen arrival britisher india rule division india generation refugee fertile area spreading vaishnav dharma mayapur fertile area knew refugee assemble mayapur area refugee poor life style similar vaishnav knew state attracted vaishnav dharma part west bengal leelabhumi aage hobe lord vishnu sob dekhte paren eksomoy bhagawan vishnu dekhte pelen ingrejra bharote agomon korechhe bharot bibhag holo koti koti manus sarbohara hoye refugee holo er purbe tini mone korechhilen kibhabe tini vaishnav dharmer bikash korben bharoter dhoni lokera vaishnav dharmo hasahasi korben tara e dharmo grohon korben tokhon bhagawan vishnur mone aslo koti koti refugee der kotha e refugeera emonbhabe jibon dharon korte badhyo hobe jeta kina ekjon vaishnav er jibon dharoner sathe mele tai tini mayapur nabadwip avotar er place incarnation sthan hisebe bechhe nilen karon ekhane refugi der besi somagom hobe refugira eto gorib deen obosthar modhye deen kataben j tara tader modhye onekei vaishnav badhyo hoben swababhik bhabei tara vaishnav dharmer proti akristo hoben ebong shri chaitanya mahaprabhur avatar grohon sarthok hoye uthbe etai bhagawan er koushol karon bhagawan aage thekei sob kichhu dekhte paren tai tini ingrejder bharote agomon tader shason bharat bibhag refugee problem sob kichhui tini dekhte perechhilen ebong tini tar sujog niyechhilen vaishnav dharmo prochar korar madhyome bisoy ti erokom pare ekoda bhagawan vishnu mone korlen tini vaishnav dharmer prochar korben kintu bharoter lok boro sukhe achhe sobar jomi joma ache business achhe tara e koster dharmo grohon korbe sei somoye tini bharat bibhag ebong refugeeder dekhte pelen tini dekhlen e refugira sob kichhu hariye mayapur er choturdike bosobas korbe era oti koste jibon otibahito korbe eder jibon dharoner sathe vaishnav der jibon dharoner prochur royechhe sutorang tini koushol kore bongo bibhag korlen jate koti koti hindu bangladesh chhere edese ese sthan ney ebong gorib hoye onek koste jibon otibahito kore tobei tara dhire dhire vaishnav dharmer proti akristo hobe amar e kothagulo sune hoyto vaishnavera khub raag hobe kintu ekotha tara osikar korte parbe j tar ichcha chhara kichhui hoy e jogote kichhu hochche soboi tar ichcha sutorang vaishnav dharmo prochar korar khub bhalo karon tini pelen poschim bangla chhara onno kono state er lokera kintu vaishnav dharmer proti attracted borong tara hasahasi korben sutorang amra pari j vaishnav dharmer procharer jonnoi tini british rule independence movement bharat bibhag korechhilen jate tini prochur bhakto paan karon lok sarbohara gorib hole vaishnav hon kichu kichu boro loker santanera songsare birag bhajon hoye grihotyag kore thaken kintu tader songkha khub kom ekhon dekhte hobe bangalider jibone emon saja keno holo purbo bonger hindu bangalira prochur machh fish dhore kheto prochur machher poribar dhongso korechhilo sei dhongso haoya machher poribarer obhishaap curse thekei mone hoy purbo bonger hindu bangalider emonta holo,3,0
1273,1273,4171,Facebook,Suraj Napte,2/2/2017,February,2017,,High end engineering... Place for peace..,5,POSITIVE,high end engineering place peace,0,2
1274,1274,4029,Google + HK HILL,Naveen Kumar,1/10/2017,January,2017,,High tech temple,4,POSITIVE,high tech temple,0,0
1275,1275,4056,Google + HK HILL,Chirag A.M.,1/14/2017,January,2017,,Highly commercial place. Rated 2 stars only for the ambiance.,2,NEUTRAL,highly commercial place rated star ambiance,0,2
1276,1276,728,Trip Advisor,Subhash J,1/10/2014,January,2014,Not a sanctum Sanctorum anymor,Highly disappointed to see the commercialization of ISKCON. Though the deity remain still the beautiful self but everything around them is so highly commercialized that it has become a mall more than a deity place.. I really like the new ISKCON temple (still upcoming) on Kanakapura Road in Bangalore. Though the whole temple is going to complete by 2016 but the main deity rooms are already in place and without the commercial chasm it really helps the devotees seeking spirituality...,2,NEGATIVE,highly disappointed commercialization iskcon deity remain beautiful highly commercialized mall deity place iskcon temple upcoming kanakapura road bangalore temple complete deity room place commercial chasm help devotee seeking spirituality,0,0
1277,1277,2330,Trip Advisor,Aanjaneya D,9/22/2015,September,2015,?Nice Temple?,highly recommended temple in Bengaluru. very neat and clean place. it is very refreshing place in Bengaluru.,5,POSITIVE,highly recommended temple bengaluru neat clean place refreshing place bengaluru,2,2
1278,1278,4715,Google + HK HILL,naveen kumar,4/16/2017,April,2017,,Hindu temple with modern style.,5,POSITIVE,hindu temple modern style,3,0
1279,1279,1011,Trip Advisor,Vijayashankar,12/19/2014,December,2014,Calm place to meditate,"Hindus must visit this serene location at Bangalore. 108 steps of Hare Rama Hare Krishna was wonderful.There is a prasadam place, with multiple snack option too.Parking is tough. You need to park in the slope, with top care. Better go by taxi.",5,POSITIVE,hindu visit serene location bangalore step hare rama hare krishna wonderfulthere prasadam place multiple snack option tooparking tough park slope top care taxi,0,1
1280,1280,184,Google + HK HILL,kiran kumar,2/2/2014,February,2014,,hiteck temple,4,POSITIVE,hiteck temple,3,0
1281,1281,5606,Google + HK HILL,Vinod Shreenivas Poojary,7/29/2017,July,2017,,Holy Devin place. If you are in Bangalore and have not seen this temple yet then please do visit and get the blessings from hare Rama hare Krishna.... Beautiful temple,5,POSITIVE,holy devin place bangalore temple visit blessing hare rama hare krishna beautiful temple,2,1
1282,1282,4537,Google + HK HILL,narotham reddy,3/27/2017,March,2017,,Holy Godly place,5,POSITIVE,holy godly place,2,2
1283,1283,4224,Google + HK HILL,DS Deva,2/8/2017,February,2017,,Holy place,5,POSITIVE,holy place,2,2
1284,1284,4062,Google + HK HILL,Dhananjay H,1/16/2017,January,2017,,Holy place for Hindus.,5,POSITIVE,holy place hindu,2,2
1285,1285,5412,Facebook,Vasanth Krishna,7/2/2017,July,2017,,"Home sweet Home.. ""Heaven on Earth"" ISKCON bangalore has transformed my life in a very significant way and I feel very fortunate to have connected to this Heaven. * I see the most glorified souls who is always ready in uplifting others in this temple. * I see there is always a reason to smile and spreading the Love when I'm in the temple. * I see the wonderful divine activities which the temple is initiating and distributing it freely to Everyone. * I have no where seen how beautiful God can be untill I saw the beautiful Dive form of the lord in Iskcon temple Sri Sri Radha Krishna Chandra.. And all other deities in the temple. * The most palatable Pradadam (food) I have ever known and tasted is being served here. * Thanks to Folk Bangalore and All my Folk Friends. (Friends of Lord Krishna) Above all Iskcon Bangalore has shown me how to live a Happy life not just for this life but for Ever! And Ever.. All glories to His Divine Grace Srila Prabhupada. ..I Love Iskcon Temple..",5,POSITIVE,home sweet home heaven earth iskcon bangalore transformed life significant feel fortunate connected heaven glorified soul ready uplifting temple reason smile spreading love im temple wonderful divine activity temple initiating distributing freely beautiful god untill beautiful dive form lord iskcon temple sri sri radha krishna chandra deity temple palatable pradadam food tasted served folk bangalore folk friend friend lord krishna iskcon bangalore shown live happy life life glory divine grace srila prabhupada love iskcon temple,3,0
1286,1286,2753,Google + HK HILL,Arnab Kar,11/16/2015,November,2015,,How in the world can I forget this place! I love this place a lot. Those days in Bangalore was one of the finest days?,5,POSITIVE,world forget place love place lot day bangalore finest day,2,2
1287,1287,3005,Trip Advisor,Furze00,6/18/2016,June,2016,Impressive,"Huge and very impressive temple high up in Bangalore. Don't take a camera or wear shorts - as you'll be pulled out of line and dressed in a dhoti. Temple was busy when we went, just as it opened in the afternoon, queues quite long, but worth the wait.",4,POSITIVE,huge impressive temple high bangalore camera wear short youll pulled line dressed dhoti temple busy opened afternoon queue long worth wait,1,0
1288,1288,364,Trip Advisor,Sumedha G,12/13/2014,December,2014,Serene place,"Huge premises, and takes around 30 minutes or more to visit the temple depending upon the crowd. There are lot of stairs to climb to reach the main temple.",4,POSITIVE,huge premise take minute visit temple depending crowd lot stair climb reach temple,1,0
1289,1289,4908,Google + HK HILL,Praful K M,5/18/2017,May,2017,,Huge temple and very modern infrastructure. Loved it,5,POSITIVE,huge temple modern infrastructure loved,3,0
1290,1290,3039,Trip Advisor,Guru_subbs,6/27/2016,June,2016,Serenity!,Huge temple complex... At peace.. You can visit multiple times.. For sure...lord krishna is mesmerizing.. If you can go towards the lunch time.. You will get good prasadams..,4,POSITIVE,huge temple complex peace visit multiple time surelord krishna mesmerizing lunch time prasadams,3,4
1291,1291,4621,Trip Advisor,Grazia M,4/11/2017,April,2017,very suggestive,"Huge temple of Hare Krishna, you get along the steps and just singing Hare Krishna ..... The shop on the ground floor is very rich in devotional items.",5,POSITIVE,huge temple hare krishna step singing hare krishna shop ground floor rich devotional item,4,1
1292,1292,3101,Google + HK HILL,Oleksandr Shpota,6/26/2016,June,2016,,Huge temple with amazing atmosphere,5,POSITIVE,huge temple amazing atmosphere,3,0
1293,1293,3777,Google + HK HILL,Rajkiran K,12/5/2016,December,2016,,"Huge temple with the lots of devotees, place is cream and well organized, food is bit costly . Books n also God relat...",4,POSITIVE,huge temple lot devotee place cream organized food bit costly book n god relat,0,0
